,text
859,Social media footage of Mexico earthquake emerges https://t.co/8EOJANiC7p https://t.co/fYLQaQMau9
860,@NiallOfficial @Harry_Styles @LiamPayne @Louis_Tomlinson MEXICO needs you after the earthquake of 7.1 á½¤Fá½¤Fá¼Ÿ2á¼ŸD https://t.co/jt6xiSCCw2
861,these photos are unreal https://t.co/LcCJ3dQLtr https://t.co/9ULzHgPupl
862,https://t.co/AXMk0rTyLf - Mexico Cityâ€™s F1 track escapes damage during huge earthquake https://t.co/ZY10R6fPpv #F1 https://t.co/Y4jKVQxKbh
863,"Earthquake in Mexico kills over 200, hope of finding survivorsÂ remains https://t.co/NhuFH9fQmW https://t.co/HdGZs094Rq"
864,Mexico earthquake forces postponement of Clasico Nacional |Â Soccer https://t.co/eIApQlJ8jR https://t.co/FrY1fcYf7a
865,#Mexico Further updates and advice to British Nationals following the 19 Sept earthquake https://t.co/6FGHD0NMAy https://t.co/j4T8MfGMyU
866,RT @CGTNOfficial: #UPDATE Death toll rises to 104 after M7.1 earthquake strikes central Mexico on Tuesday https://t.co/L7MqwD7Frk
867,@AngryJoeShow Joes can you help us with a RT Mexico's Earthquake https://t.co/OkdDCgSGFm
868,#prayformexico &amp; donate to causes that will help with the #mexicoearthquake. https://t.co/cmAv80RVng https://t.co/QnpiMzJ4DH
869,Celebrities respond to Mexico earthquake https://t.co/YjqZnB2x43 https://t.co/LgJAdwmjwo
870,Soft soil made Mexico City shake like it was 'built on jelly' during earthquake https://t.co/PXrpJ1Xwyw https://t.co/SGJ2Kb1emO
871,Check out @seismoguy article on what caused the #MexcioCity #earthquake @CNN https://t.co/W2lYGlqpAH https://t.co/wWv0xIMGfU
872,White House says Trump is deploying search-and-rescue teams to Mexico following Wednesday's earthquake. https://t.co/pD8TN6JmwX
873,Mexico earthquake: Rescuers scramble to save victims https://t.co/bMuPZTlJfJ https://t.co/R4wKUKTKSc
874,All Indians in Mexico safe after devastating earthquake kills 225 https://t.co/fqbIy0ldzP
875,'They were buried': hope for children dims amid rubble of Mexico City school https://t.co/aNyR9pkqfN https://t.co/GLBJn3nlgZ
876,Scenes From Mexico's Devastating Earthquake - https://t.co/IrhE3KTqbT by RO Water Filter https://t.co/BFA7TL5zPO https://t.co/kAmPpsTe53
877,Mexico City was built on land thatâ€™s prone to severe earthquake damage https://t.co/uOMBEnLCHk https://t.co/Dp9ITZVCym
878,Liga MX matches postponed after devastating earthquake in Mexico https://t.co/Ezi8kWCGLQ #soccer #ESPN https://t.co/AcLZO3YrSE
879,PHOTOS: Mexico hit by powerful earthquake for second time in two weeks: https://t.co/lW0EhgOfIR https://t.co/kHJgALdazI
880,Earthquake early warning in Mexico reminds California what it still lacks https://t.co/0cI9a6SYA9 #earthquake https://t.co/y8f9o4GpXT
881,"Sept. 20, 2017- ALL of today's Prophecy News on 1 page https://t.co/wPr9eqK2gY #prophecy https://t.co/HMSUJsQCx6"
882,Earthquake appears to have spared Mexico's plastics industry - Plastics News https://t.co/8J2AB3CgXE https://t.co/Ghid6e2haD
883,"Mexico is still reeling from the Sept. 19, 2017 earthquake https://t.co/MpnCE7WKDK https://t.co/ad1pNeun7i"
884,Relatives say children missing after a school collapsed in Mexico's deadly earthquake have sent WhatsApp messages. https://t.co/mz1jHrEcCB
885,"@HamillHimself Hi, please help people outside of Mexico know how to help with earthquake relief, thank you â¤ï¸ https://t.co/uBmei7SOay"
886,RT @ndtv: 'My house is full of blood': Over 145 dead in powerful #mexicoearthquake https://t.co/fMGPARDHK9 https://t.co/xEgeaDhBWI
890,"#MONSTA_X, Like Bonsang They Received, Their Words Of Comfort To Mexico Earthquake Shone [2017 Soribada Awards] https://t.co/4TXN4yHsX7"
891,Thank you for all your help American friends!!! https://t.co/9zxV89ofLU https://t.co/OuZrcEWTEX
892,RT @VICEUK: Powerful Earthquake Slams into Mexico City https://t.co/Q1Bywdj3tY https://t.co/1yrDDub31D
893,Mexico City Earthquake Should Raise Questions About Building Safety https://t.co/xzpxEUjfUU https://t.co/EGWcGzJjyH
894,Guatemala earthquake with 6.9 Magnitude felt across border in Mexico - https://t.co/UKTrSdj7y1 https://t.co/bgYNloaSLZ
895,Venezuela sends USAR team to Mexico after earthquake. Thanks!! https://t.co/Gc2PiHPA1a
896,RT @USRealityCheck: Silence falls as crowds listen for signs of life https://t.co/Xyf4MREPoT #Video #USRC https://t.co/DjHLkrfVBC
897,Keep #Mexico in your thoughts! #earthquake https://t.co/vZPeEOChzQ
898,Mexico declares 3 day mourning for earthquakeÂ victim https://t.co/xuzVVKDz50 https://t.co/5eBG5fcDbU
899,Mexico's 4-legged Heroes aka Disaster Dog's - we salute youá¼Ÿ2á¼ŸD #mexico #Earthquake #cdmx #caninehero https://t.co/alWzfaUMdu
900,"Mexico City earthquake: 6 ways to help victims, from Airbnb to GoFundMe https://t.co/8sMGIQ9KUR via FastCompany https://t.co/uKs2bgfjPR"
901,Earthquake Hits Mexico - BET Breaks https://t.co/hHPJZwlMvi https://t.co/VeDPxrPwvH
902,CBN Humanitarian Helps Mexico Earthquake Victims https://t.co/PH0zyrRv1N https://t.co/EePRH3THYV
903,Israeli-trained volunteers aid rescue efforts following Mexico earthquake https://t.co/JVNjaeYDP5 https://t.co/zxR1Yo1Z2H
904,"#Earthquake (#sismo) possibly felt 2 min ago in Estado De Mexico, #Mexico. Felt it? See https://t.co/wPtMW5ND1t https://t.co/iEtAXjtnAN"
905,Rescue crews in Mexico City are still trying to reach survivors of yesterday's earthquake #KIISnews @Brooklyn_Ross https://t.co/2u0YvX5hyJ
906,the earthquake in mexico is devastating @topos is saving many lives right now visit topos.mx and share this link https://t.co/izmUmA7AyZ
910,.@SalmaHayek launches a fundraising campaign for Mexico earthquake victims https://t.co/wA6fhsr7jQ https://t.co/SVbw47Lnxy
911,RT @karen_ramirez98: praying for my family &amp; the beautiful cities of mexico affected by the earthquake á½¤1á½‰4 https://t.co/sa2r4YKTSZ
912,Christian agency worker horror at Mexico earthquake - https://t.co/PgIYn5Ja8T A World Vision worker in Mexic... https://t.co/sCJXjsmauq
913,"7.1 Mw #earthquake near Rabosco, #Mexico; #GCCapitalIdeas cat report #reinsurance https://t.co/nyCy8KoKvh https://t.co/mvQuQXybR6"
914,RT @Eloisa_Amezcua: easy steps to donate &amp; help in Mexico's earthquake relief: https://t.co/6cagEm779g
915,"In Mexico City, rich and poor had little in common. Until the earthquake hit. https://t.co/u7pXnYdIL0 https://t.co/xTT7efnMBm"
916,Mexico needs earthquake assistance. Can Trump let go of his grudge for a minute? https://t.co/jdPHsUNV2B https://t.co/Cb5Wpc5G3k
917,A minute of silence for an earthquake in Mexico https://t.co/mDc1Jzegi8
918,"Shawn Mendes, Ricky Martin Cancel Concerts Following Mexico City Earthquake https://t.co/ZwWq7KlWEK Embalajedigital https://t.co/LC2yQ0tGvQ"
919,South Bay Latino community devastated by Mexico earthquake destruction https://t.co/HmhCZNoOk8 #sanfrancisco https://t.co/Q72Z8mTr97
920,RT @dont_growup: Rescue Lab Frida helping victims of Mexico's earthquake. â¤ï¸ https://t.co/nQIDppTInH
921,Powerful wide ranging earthquake kills at least 200 in Mexico; thousands flee in panic https://t.co/6LLatb0w31 https://t.co/v7x1trOYOA
922,The number to call to check on family impacted by earthquake in Mexico - https://t.co/ieYo9Qm0lK #KPRC2 https://t.co/Fm8V6gn9o3
923,Could an earthquake in Mexico trigger one in California? https://t.co/6j57Lxabkm via @taketwo https://t.co/e0oDyPzGt1
924,RT @RockCheetah: #news Mexico Volcano Erupts Following Earthquake https://t.co/lVk3KQ5htO https://t.co/wZZ82cr95G
925,Over 20 children found dead during post earthquake rescue at Mexico City school https://t.co/BL4F5jizxu https://t.co/MlggqnvPe4
926,Experts in Vancouver look to Mexico for earthquake lessons. @nafeesakarim has details. https://t.co/l8BzPo4AzJ https://t.co/CGiYYMCZck
927,Mexico Earthquake: What travelers need to know https://t.co/90m1LuUS4D #WednesdayWisdom https://t.co/2TNDCsCvLt
928,Dear @TheFashionLaw @ZerboJulie please share if you want to help Mexico's earthquake victims. https://t.co/EOUtZXjXah
930,Mexico earthquake: officials report successful rescue at Mexico City school â€“Â live https://t.co/IyvaWyJ51b https://t.co/ioB1ckMBqS
931,Mexico earthquake hits close to home for many Floridians https://t.co/zqgUANqFhG https://t.co/jJJN2BhiMx
932,Skype makes calls free to affected regions of Mexico after deadly earthquake https://t.co/HBilbW4dLj https://t.co/IAPse6jvJM
933,COMING UP AT 6: The latest on the deadly earthquake in #Mexico. At least 225 lost their lives. https://t.co/MtdnPrYEsz
934,Trump offered condolences and assistance to Mexico after devastating earthquake https://t.co/oabUkh8dYU https://t.co/e0h032mQVF
935,It was a privilege to interview #Philly's consul for #Mexico about how to help #earthquake victims. @phillydotcom https://t.co/5jUKdaoeGw
936,Source Of Deadly Mexico City Earthquake Discovered / Crazed Leftist Blame Trump - https://t.co/li1yNm2HJh https://t.co/EjqA6HQC3Q
937,"In Aftermath of Devastating Earthquake, Mexico City Celebrates A Dog - https://t.co/pIUudzGOsc #dog https://t.co/CYG3fIKEP1"
938,Mexico earthquake: Why buildings are suddenly collapsing https://t.co/VdmmcljiUa https://t.co/ItZVGDcWNe
939,Matches of the Cup of Mexico are postponed because of a powerful earthquake https://t.co/tuJwCD1XF4 https://t.co/4CxvBcEf3U
940,RT @theipaper: Mexico earthquake: Children trapped in school WhatsApp parents https://t.co/jXBYE0DgYE https://t.co/LjSBAbHQbe
941,Please continue to pray for Mexico and contribute to the relief efforts. á½¤Fâ¤ï¸ https://t.co/bjMuaIkqL9 https://t.co/LRZbSg0RvQ
942,All my family is there: Boston restaurateur relieved after Mexico earthquake https://t.co/KGvn2f7j1E https://t.co/0BvCmaxfPx
943,Desperate search for survivors after powerful earthquake in Mexico https://t.co/1dmllMYfIC https://t.co/aAgqMl5dL2
944,"Mexico: Strong earthquake topples buildings, killing scoresA strong earthquake has struck central Mexico, killing.. https://t.co/Ox4PRGTYeu"
945,Widespread Devastation as New Earthquake Rocks Central Mexico https://t.co/ELSpzWNinR https://t.co/rU4GMtEZbD
946,joz - WATCH: The human tragedy of Mexico's 1985 earthquake https://t.co/Z9Y8uWoZFh #gandhos https://t.co/D6ltyKMXFG
947,Mexico suffers volcano eruption same day as deadly quake https://t.co/f5xt0mSmu2 https://t.co/kb1tGGtvDg
948,Photos: Mexicans show the world how to work together when an earthquake hits https://t.co/pS42cR9NwQ #USRC https://t.co/FGIvNxOMz2
949,Salma Hayek Donates $100K to Mexico's Earthquake Victims and Implores Fans to Help https://t.co/HAZRw7MLKb
950,"A massive #earthquake struck #Mexico yesterday. If you're interested to help, please contact me. https://t.co/KcWzZa2Xmc"
951,People in Central Mexico face earthquake's grim aftermath https://t.co/nndABXQtFo https://t.co/TLxNHIUlku
952,Mexico Quake: Moment Buildings Collapse Caught On Camera https://t.co/3mSJvXkNzE https://t.co/iATjy5ZJzx
953,"There was an earthquake at my home town. So freaking crazy. My prayers goes out to Puebla, Mexico. á½¤Fá¼¿B https://t.co/mmgdvev6tr"
954,RT @RyanMaue: BeyoncÃ©'s list of climate change disasters seem to include the Mexico 8.1 Earthquake. https://t.co/LrAEZNIt7L
955,"Prayers to all affected by Irma, Maria and the Mexico earthquake! Mother Nature seems pissed off at us all! https://t.co/0sfH9GIoRo"
956,#AyudaCDMX #FuerzaMexico #Mexicanosfuertes #ToposMx If you want to help Mexico's earthquake victims. https://t.co/Jwoc4xwD4U
957,Facebook donates $1 million to aid victims of Mexico earthquake https://t.co/21pC9u3PB1
958,Mexicoâ€™s â€˜Molesâ€™ Dig Out Earthquake Victims https://t.co/iUAELKV4bW https://t.co/ThmzHoJF3d
962,Mexico earthquake kills five at one of the country's top universities #sismo https://t.co/JiEWqwWGXu
963,Earthquake shakes Mexico City: Here is what you need to know and how to help https://t.co/GccUvBnsWM https://t.co/iZo0RYOnQJ
964,Mexicans dig through collapsed buildings as quake kills 225 - https://t.co/ny2WAJ5Sl2 https://t.co/iJ5F7SsOVZ
965,"RT @Amandahoneyland: 10 days later, new massive #earthquake in #Mexico. Is the Big OneÂ next? https://t.co/cdowJdb28z https://t.co/AzgOC0MUug"
966,Map of #2017PueblaMexicoEarthquake https://t.co/aQaxyH0eGh https://t.co/QG6WVPzKZe
967,"Walmart Foundation Announces $565,000 towards Mexico Earthquake Relief and Recovery https://t.co/iNYWDHdolW https://t.co/OCLUdPW5le"
968,Investigations on image search on Mexico earthquake=have Ss debating over a caption lies or not? @JamesGrievePS https://t.co/6vfjuxL8nr
969,"ChicagoBill Hears: Donald Trump Calls Mexico, Offers Assistance After 7.1 Earthquake https://t.co/zv7DdCC1s4 https://t.co/XuMImbeQ53"
970,Inside the Inspiring Citizen Response to Mexico's Earthquake https://t.co/EAEsMN48Ei https://t.co/UwhTw5mkft
971,LDS church issues statement after earthquake hits Mexico https://t.co/Msm7lCZh7i https://t.co/EhvmeYB27P
972,MLB mascot recounts terror of living through Mexico City earthquake https://t.co/qt8jEIoJbY https://t.co/u3184z12G7
973,Mexico's earthquake at street level: What one man saw https://t.co/hIuK181cWv https://t.co/sZ7rpZ58VF
974,Unconsolidated soil partly to blame for Mexico City earthquake https://t.co/6KVmNAFVgo #KSATnews https://t.co/7GbxB7tl5V
975,RT @TheTicoTimes: Costa Rica stands at the ready to help Mexico however it can. https://t.co/8JzMm9WWZZ https://t.co/QfYRFvXjF7
976,Mexico earthquake picked up by University of Iowa seismometer @KWWL https://t.co/SXYQyOVck5 https://t.co/51kFy89gDc
977,Thousands Of Injuries Overwhelm Mexico City's Hospitals After Devastating Earthquake https://t.co/onwZTJtOsB https://t.co/Hn4RiEpNbE
978,#Mexico #Earthquake: Little #Boy #Describes #Horrifying #Esca... - https://t.co/p5uDvtbis1 - #News https://t.co/UvFmjxiWZ0
979,#PROJECTCURE sending medical supplies for Mexico #earthquake assistance. https://t.co/axM1ydtFDK
980,"Yesterday, Mexico was hit by a powerful earthquake https://t.co/5BEVBmSpKY"
981,Weekend soccer games called off after MexicoÂ earthquake https://t.co/iNnAvl6UFo https://t.co/4CBNJfJdDd
982,"This is ""Frida"", she has saved 52 people so far in Mexico's Earthquake https://t.co/hX93LPtsNQ"
983,#FoxAlgeria Earthquake puts weekend Mexican soccer schedule in doubt https://t.co/KcBgZUAe1U #Algeria #Ø§Ù„Ø¬Ø²Ø§Ø¦Ø± https://t.co/IKZ1HAwJgo
984,@Louis_Tomlinson which is your opinion about the earthquake in Mexico? https://t.co/fW0gPYhfLX
986,New post (Massive earthquake rocks Mexico City) has been published on Amashopping - https://t.co/KsCk3qrETK https://t.co/QeXLu4SX15
987,Help is still needed after the first #MexicoEarthquake please share with others https://t.co/6vF83nJm76 https://t.co/x58ezzwnxe
988,Mexico Earthquake A Prelude To Rapture https://t.co/43LcQMvTmo ... https://t.co/wntKefoXk2
989,The #MexicoEarthquake is not behind us we can still help by sharing! https://t.co/6vF83o0WYE https://t.co/x5NFGq73nu
990,Taiwan offers help to Mexico after deadly earthquake strikes the country | Taiwan News https://t.co/2LI19ivvtM https://t.co/gGJX7ooHgv
991,2 hurricanes Lightning in L.A. Earthquake in Mexico https://t.co/7BupXDCf8d
992,I think your retweets can help #MexicoEarthquake victims find the aid they need! https://t.co/6vF83o0WYE https://t.co/dmQUNmdRzq
993,He is a survivor from Mexico's Earthquake. And a Muse's fan. @muse @MattBellamy @Dominic_Howard @CTWolstenholme https://t.co/SLNZBdFd9k
994,#earthquake: Mexico Earthquake: Interview with eyewitness Kenan Onat https://t.co/tDbOoKpDvo https://t.co/k9bbMA7jyG
995,https://t.co/StSGDHlTJE Crews search for trapped girl after quake https://t.co/2IWECvEBxl via @mrslac2017 https://t.co/7PTmO7YiSW
996,"Battered, Not Broken: Pictures of Mexico After the Quake https://t.co/JbEPjOt8zg https://t.co/cnSJ9L88tU"
1000,"[Author: jason-duaine-hahn] https://t.co/xuTAuZJW2F Mexico was hit by a devastating 7.1 earthquake on Tuesday, ... https://t.co/NQWnECYZq1"
1001,OzarksFirst (KOLR): Springfield Woman's Family Survives Mexico Earthquake https://t.co/ex85CLDaVg https://t.co/nbjGzEahp0
1002,Mass. Residents Open Their Hearts And Wallets To Earthquake-Hit Mexico https://t.co/04Hev2Y5a5 #boston https://t.co/Ajlg1SNtBG
1003,Preparing for B.C.'s 'big one': What Mexicoâ€™s earthquake is telling experts https://t.co/RFDvcjGFga https://t.co/tEz8vfmv2a
1004,"Salma Hayek pledges $100,000 to earthquake relief in Mexico https://t.co/DsHYcbVXSU https://t.co/XR8MoinAGt"
1005,Mexico Hit By Second Devastating Earthquake as Puerto Rico Prepares for Category 5 Killerâ€¦ https://t.co/1XT6QfsuEF https://t.co/MlfnB1GbfV
1006,RT @CheetahNews: Updates From Mexico'sâ€‹ Magnitude 7.1 Earthquake. https://t.co/B3afdGoozL https://t.co/lF6bKflbuK
1007,People seek tents for temporary housing and breathing mask after #mexicoearthquake https://t.co/6vF83o0WYE https://t.co/wkbWibW66M
1008,Boy recalls escape from Mexico City school after earthquake https://t.co/gSwXGt9sVA https://t.co/z4SWT3ldS8
1009,Don't stop tweeting about #MexicoEarthquake you are keeping their hopes alive. https://t.co/6vF83o0WYE https://t.co/IWip3jefQC
1010,Survivors of Mexico City's earthquake land in Las Vegas with stories of horror and heroics https://t.co/15labc7Qao https://t.co/cbcPxipksa
1011,RT @mattdpearce: @ronlin Stick around for the surreal photos from old L.A. quakes. https://t.co/dauUlKmKJV https://t.co/8eDuNnERwJ
1013,S A F E B O Y E S ready to look for people after earthquake in Mexico. https://t.co/1MFA8V5yLK
1014,RT @emilygcallahan: Heart broken by the earthquake in Mexico. Sending up big prayers for Puebla &amp; Mexico Cityâ¤ https://t.co/G9SgJXlcTg
1018,This image always messed me up. https://t.co/8A6fhG9UlY https://t.co/4GrX8GIWik
