text,date,processed_text
"100% of your donation today will be passed along to these organisations, who are on the frontlines and helping those who need it most. Please consider donating today via     ",2023-02-10 10:59:39+00:00, of your donation today will be passed along to these organisations who are on the frontlines and helping those who need it most please consider donating today via 
"I have seen a lot of videos that make me heartbroken 💔, Over 21,000+ death toll rises 🥺 May Allah grant all of them in Jannah ❤️‍🩹💔🥺          ",2023-02-10 10:59:47+00:00, have seen lot of videos that make me heartbroken over death toll rises may allah grant all of them in jannah 
An image reflected on the satellite after the earthquake in Turkey 👇 ,2023-02-10 10:59:53+00:00,an image reflected on the satellite after the earthquake in turkey 
"Govt decides to expand rescue, relief efforts for Türkiye into countrywide campaign    ",2023-02-10 11:00:03+00:00,govt decides to expand rescue relief efforts for türkiye into countrywide campaign 
"Hi friends, turkey has had two big earthquakes in a row, and people need help. I use this platform for support. my family is fine. but news of death comes from my friends. I'm unhappy. If you're uncomfortable, mute me or unfollow me. I don't care.  ",2023-02-10 11:01:02+00:00,hi friends turkey has had two big earthquakes in row and people need help use this platform for support my family is fine but news of death comes from my friends unhappy if you are uncomfortable mute me or unfollow me don care 
Standing with you in prayer.             ,2023-02-10 11:01:15+00:00,standing with you in prayer 
"Turkey, Syria earthquake 2023. Rajab 1444H.            ",2023-02-10 11:01:42+00:00,turkey syria earthquake rajab 
Camera records the moment ground trembling on 6’th of February at 04.17am in     ,2023-02-10 11:01:43+00:00,camera records the moment ground trembling on th of february at am in 
" | Health Minister Fahrettin Koca:“In the disaster area, 9 thousand 11 people have been assigned as doctors and health personnel. Another 73 patients were transferred from İskenderun Port to various hospitals with 32 attendants ",2023-02-10 11:02:10+00:00, health minister fahrettin koca in the disaster area thousand people have been assigned as doctors and health personnel another patients were transferred from skenderun port to various hospitals with attendants 
" Thousands of buildings reduced to rubble, shortage of food and basic amenities  NDTV's Tanushree Pandey reports from ground zero at Kahramanmaras ",2023-02-10 11:02:27+00:00, thousands of buildings reduced to rubble shortage of food and basic amenities ndtv tanushree pandey reports from ground zero at kahramanmaras 
Reporting from Turkey.   ,2023-02-10 11:02:30+00:00,reporting from turkey 
"🌍   Maybe moderate, possibly 10:30 UTC Durak, Turkey (39.81, 28.32) ± 92 km felt to 200 km (Twitter)",2023-02-10 11:03:44+00:00, maybe moderate possibly utc durak turkey km felt to km twitter 
Hande using her 30M account since the first hour to share the informations adresses links of donations.... And also her support as always practical realistic real proud of her 🥺🤍 ,2023-02-10 11:04:05+00:00,hande using her account since the first hour to share the informations adresses links of donations and also her support as always practical realistic real proud of her 
To the Lebanese rescue team: we are very proud of you.🇱🇧❤️🇹🇷  ,2023-02-10 11:04:07+00:00,to the lebanese rescue team we are very proud of you 
" | Reeling from the aftermath of the devastating earthquake, Syrians are now facing starvation as food stocks are beginning to run out in the northwest of the country.Follow for latest update ⬇️",2023-02-10 11:04:52+00:00, reeling from the aftermath of the devastating earthquake syrians are now facing starvation as food stocks are beginning to run out in the northwest of the country follow for latest update 
"Death toll rises, rescues dwindle in  aftermath. ",2023-02-10 11:05:03+00:00,death toll rises rescues dwindle in aftermath 
Pulling a two month old baby - Alive after three days under the rubble in Turkey    ,2023-02-10 11:05:27+00:00,pulling two month old baby alive after three days under the rubble in turkey 
"A snippet from Kajal Ahmad’s a “Handful of Salt”, so very pertinent at such a time of loss and pain for the Kurdish people.    ",2023-02-10 11:05:51+00:00, snippet from kajal ahmad handful of salt so very pertinent at such time of loss and pain for the kurdish people 
Turkey quake: a father’s pain | This is the story of the AFP photograph that caught the unbearable pain of the Turkish earthquake –  a father holding the hand of his dead daughter as she lay crushed in the rubble    ,2023-02-10 11:05:56+00:00,turkey quake father pain this is the story of the afp photograph that caught the unbearable pain of the turkish earthquake father holding the hand of his dead daughter as she lay crushed in the rubble 
" Until this moment, February 10, 10AM,  has not allowed aid to enter northern Syria. The aid is on the border.  is preventing it from entering for an unknown reason.  ",2023-02-10 11:06:07+00:00, until this moment february am has not allowed aid to enter northern syria the aid is on the border is preventing it from entering for an unknown reason 
9.2.23 23:30 It is very cold. No electricity. Generator cannot produce enough electricity for the heater to work. It turns itself off every now and then. It is unbelievable that the electrical problem is still unsolved.   ,2023-02-10 11:06:38+00:00, it is very cold no electricity generator cannot produce enough electricity for the heater to work it turns itself off every now and then it is unbelievable that the electrical problem is still unsolved 
These two angels have only themselves 🥺❤️‍🩹🙏 in the rubble the owner 😞               ,2023-02-10 11:06:42+00:00,these two angels have only themselves in the rubble the owner 
🙏🏻Alp Ig story     ,2023-02-10 11:07:17+00:00, alp ig story 
"Concern is on the ground providing food, water, blankets, heaters and shelter to families like Nasima's who have been left homeless amid freezing temperatures.   ",2023-02-10 11:07:26+00:00,concern is on the ground providing food water blankets heaters and shelter to families like nasima who have been left homeless amid freezing temperatures 
"  I hope all goes well,the baby coming to the family will be lucky&amp;have a new great family that will take care,give good values&amp;unconditional love to the baby,Hande,Gamce,Caner,Mavi&amp;all the family will 💖,honor&amp;make proud those who can no longer be w the baby🕊️",2023-02-10 11:08:11+00:00, hope all goes well the baby coming to the family will be lucky amp have new great family that will take care give good values amp unconditional love to the baby hande gamce caner mavi amp all the family will honor amp make proud those who can no longer be the baby 
Picture of the year 💔   ,2023-02-10 11:08:18+00:00,picture of the year 
"After he could only salvage bodies again and again, this superhero collapsed when he was able to rescue a young mother and her 11y old daughter alive from the rubble after 102 hours 🥲👏🏻🫶       ",2023-02-10 11:09:37+00:00,after he could only salvage bodies again and again this superhero collapsed when he was able to rescue young mother and her old daughter alive from the rubble after hours 
"The  Foundation  grants USD 144,000 (DKK 1 million) to each of the organizations below: International Committee of the Red Cross  Dans Flygtningehjælp Danish Red Cross (Turkish NGO)   ",2023-02-10 11:09:53+00:00,the foundation grants usd dkk million to each of the organizations below international committee of the red cross dans flygtningehjælp danish red cross turkish ngo 
The heart touch video. ❤️ for  and  🙏🏻💔   ,2023-02-10 11:10:01+00:00,the heart touch video for and 
